day,temp_max,temp_min,temp_mean,humidity_mean,rain_sum,wind_u_mean,wind_v_mean,wind_speed_max,is_raining,month_sin,month_cos,pm2_5_lag_1d,pm2_5_lag_2d,pm10_lag_1d,pm10_lag_2d,nitrogen_dioxide_lag_1d,nitrogen_dioxide_lag_2d,us_aqi_lag_1d,us_aqi_lag_2d,Target_AQI_Next_Day,Target_PM25_Next_Day
2023-01-12,29.45,11.9,19.7675,51.24747333333333,0.0,5.706000011293983,-1.2359997845420516,13.049689,0,0.49999999999999994,0.8660254037844387,48.0,39.84166666666667,68.88333333333334,57.07916666666666,9.908333333333331,7.854166666666667,130.08333333333334,105.875,133.95833333333334,43.36666666666667
2023-01-13,29.3,11.5,19.27125,65.43767535833334,0.0,6.236999891643468,-1.7099995125235403,13.527572,0,0.49999999999999994,0.8660254037844387,55.55833333333334,48.0,79.925,68.88333333333334,18.59583333333333,9.908333333333331,146.75,130.08333333333334,129.91666666666666,52.6375
2023-01-14,29.65,11.55,19.23166666666667,62.54047194166667,0.0,3.041999945745501,-0.7829992493031906,14.154915,0,0.49999999999999994,0.8660254037844387,43.36666666666667,55.55833333333334,64.62083333333334,79.925,32.291666666666664,18.59583333333333,133.95833333333334,146.75,147.16666666666666,55.9375
2023-01-15,30.35,11.7,20.4025,60.32594184166667,0.0,3.1649996416032864,0.642000182256479,12.879752,0,0.49999999999999994,0.8660254037844387,52.6375,43.36666666666667,77.45833333333333,64.62083333333334,41.15,32.291666666666664,129.91666666666666,133.95833333333334,151.375,54.625
2023-01-16,31.4,11.75,20.466666666666665,54.814163875,0.0,5.631000105975316,1.4399995334264435,16.055353,0,0.49999999999999994,0.8660254037844387,55.9375,52.6375,80.66250000000001,77.45833333333333,27.7125,41.15,147.16666666666666,129.91666666666666,155.625,63.55
2023-01-17,30.35,11.9,21.081666666666667,52.75483860833334,0.0,3.1439998404675875,0.0450002708326383,11.304229,0,0.49999999999999994,0.8660254037844387,54.625,55.9375,79.07916666666667,80.66250000000001,12.354166666666666,27.7125,151.375,147.16666666666666,154.95833333333334,66.97500000000001
2023-01-18,30.3,12.8,21.65833333333333,45.508766666666666,0.0,0.8639993893760344,-0.5489998076411805,11.525623,0,0.49999999999999994,0.8660254037844387,63.55,54.625,91.6375,79.07916666666667,12.05,12.354166666666666,155.625,151.375,161.33333333333334,80.1875
2023-01-19,31.15,13.5,22.23125,47.427377275000005,0.0,2.1029998583726384,2.2080003290982253,16.299694,0,0.49999999999999994,0.8660254037844387,66.97500000000001,63.55,96.35,91.6375,26.08333333333333,12.05,154.95833333333334,155.625,164.5,78.58333333333333
2023-01-20,30.7,13.7,21.933333333333334,47.414401258333335,0.0,3.4680000243892035,1.6800009895808827,14.982228,0,0.49999999999999994,0.8660254037844387,80.1875,66.97500000000001,115.20416666666668,96.35,52.44166666666666,26.08333333333333,161.33333333333334,154.95833333333334,157.125,62.708333333333336
2023-01-21,29.5,13.7,21.41,48.551288725,0.0,3.731999627107265,-0.5040007497572531,13.570615,0,0.49999999999999994,0.8660254037844387,78.58333333333333,80.1875,113.125,115.20416666666668,28.854166666666668,52.44166666666666,164.5,161.33333333333334,152.41666666666666,58.575
2023-01-22,30.05,13.45,21.1175,50.39249173333334,0.0,4.214999906569168,0.7799996773690603,15.937878,0,0.49999999999999994,0.8660254037844387,62.708333333333336,78.58333333333333,90.57083333333333,113.125,11.1125,28.854166666666668,157.125,164.5,150.83333333333334,57.03333333333333
2023-01-23,29.95,12.45,20.7775,55.49159171666667,0.0,4.709999771546157,1.1670012474354563,14.20062,0,0.49999999999999994,0.8660254037844387,58.575,62.708333333333336,85.21666666666667,90.57083333333333,11.479166666666666,11.1125,152.41666666666666,157.125,153.29166666666666,65.9625
2023-01-24,30.75,13.15,20.74,61.84847731666667,0.0,5.675999533448402,0.7530004146731735,18.1041,0,0.49999999999999994,0.8660254037844387,57.03333333333333,58.575,82.65833333333333,85.21666666666667,16.291666666666668,11.479166666666666,150.83333333333334,152.41666666666666,157.70833333333334,72.94166666666666
2023-01-25,30.1,14.5,21.88583333333333,55.674343633333336,1.5,2.4239999434148767,-0.2039981868352494,15.192682,1,0.49999999999999994,0.8660254037844387,65.9625,57.03333333333333,95.77916666666664,82.65833333333333,28.4,16.291666666666668,153.29166666666666,150.83333333333334,156.58333333333334,64.54166666666667
2023-01-26,29.75,16.25,22.672083333333333,61.51769356666667,2.0,-1.172999352852879,0.4770002166921241,14.658676,1,0.49999999999999994,0.8660254037844387,72.94166666666666,65.9625,105.88333333333333,95.77916666666664,28.03333333333333,28.4,157.70833333333334,153.29166666666666,149.41666666666666,45.10416666666666
2023-01-27,31.15,15.5,23.04875,48.31438919166667,0.0,-7.941000079450531,1.5779993769178051,15.273505,0,0.49999999999999994,0.8660254037844387,64.54166666666667,72.94166666666666,94.07083333333333,105.88333333333333,33.670833333333334,28.03333333333333,156.58333333333334,157.70833333333334,95.375,32.329166666666666
2023-01-28,30.95,14.05,22.3325,48.276836975,0.0,-2.6400003100369727,3.407999298016718,17.377226,0,0.49999999999999994,0.8660254037844387,45.10416666666666,64.54166666666667,66.51666666666667,94.07083333333333,20.475,33.670833333333334,149.41666666666666,156.58333333333334,117.45833333333331,48.62916666666666
2023-01-29,31.7,13.8,22.308333333333334,68.40110517500001,0.0,4.641000701960863,2.5979983023069084,19.586117,0,0.49999999999999994,0.8660254037844387,32.329166666666666,45.10416666666666,47.16666666666666,66.51666666666667,8.237499999999999,20.475,95.375,149.41666666666666,128.375,48.1375
2023-01-30,30.7,16.45,22.62375,60.41019588333334,0.0,-1.229999684914568,-1.1759993067261314,10.948973,0,0.49999999999999994,0.8660254037844387,48.62916666666666,32.329166666666666,71.8,47.16666666666666,10.625,8.237499999999999,117.45833333333331,95.375,140.25,50.35416666666666
2023-01-31,29.95,16.5,22.844583333333333,56.46295365,0.0,-8.138999960820325,-2.045998867482732,16.263872,0,0.49999999999999994,0.8660254037844387,48.1375,48.62916666666666,71.43333333333334,71.8,7.179166666666667,10.625,128.375,117.45833333333331,132.58333333333334,54.44583333333333
2023-02-01,29.8,16.65,22.47083333333333,60.22966836666667,0.5,-8.106000076090535,-1.5749989860670237,16.700275,1,0.8660254037844386,0.5000000000000001,50.35416666666666,48.1375,74.29583333333333,71.43333333333334,7.466666666666666,7.179166666666667,140.25,128.375,146.16666666666666,50.00833333333333
2023-02-02,30.65,15.15,22.58875,50.003033775,0.0,-8.423999902030014,0.4260005768035498,16.919998,0,0.8660254037844386,0.5000000000000001,54.44583333333333,50.35416666666666,79.55833333333334,74.29583333333333,6.616666666666666,7.466666666666666,132.58333333333334,140.25,119.58333333333331,38.0625
2023-02-03,30.2,14.4,22.272916666666667,41.850272141666665,0.0,-3.594000039605612,-1.2239999019304324,12.979984,0,0.8660254037844386,0.5000000000000001,50.00833333333333,54.44583333333333,72.62083333333334,79.55833333333334,10.15,6.616666666666666,146.16666666666666,132.58333333333334,113.375,42.18333333333333
2023-02-04,31.1,13.4,22.449583333333333,38.971858775,0.0,-2.9339999882464576,-0.9330000754400112,9.931042,0,0.8660254037844386,0.5000000000000001,38.0625,50.00833333333333,54.97916666666666,72.62083333333334,9.9125,10.15,119.58333333333331,146.16666666666666,130.41666666666666,48.30833333333334
2023-02-05,31.9,13.75,22.94375,40.970302100000005,0.0,2.1209995558097283,-1.001999350120092,12.57426,0,0.8660254037844386,0.5000000000000001,42.18333333333333,38.0625,60.6375,54.97916666666666,11.933333333333332,9.9125,113.375,119.58333333333331,152.5,64.11666666666666
2023-02-06,32.75,13.45,23.05208333333333,41.8733417,0.0,6.611999759579552,-0.9569992648528288,16.1198,0,0.8660254037844386,0.5000000000000001,48.30833333333334,42.18333333333333,69.37083333333334,60.6375,15.191666666666668,11.933333333333332,130.41666666666666,113.375,154.75,58.708333333333336
2023-02-07,32.25,13.65,23.264166666666664,38.1128998,0.0,2.1749999450033526,-1.4579988473450254,13.246826,0,0.8660254037844386,0.5000000000000001,64.11666666666666,48.30833333333334,92.09166666666664,69.37083333333334,11.645833333333334,15.191666666666668,152.5,130.41666666666666,144.91666666666666,48.51666666666667
2023-02-08,32.85,14.85,23.734166666666667,41.05196133333333,0.0,-4.035000172551152,-1.2479995309976686,11.019764,0,0.8660254037844386,0.5000000000000001,58.708333333333336,64.11666666666666,84.34583333333333,92.09166666666664,10.5375,11.645833333333334,154.75,152.5,108.79166666666669,34.87083333333333
2023-02-09,33.7,13.85,24.69125,34.07807460833333,0.0,-0.0749997576964011,-1.1099993972864752,11.923557,0,0.8660254037844386,0.5000000000000001,48.51666666666667,58.708333333333336,70.59583333333333,84.34583333333333,10.929166666666667,10.5375,144.91666666666666,154.75,123.58333333333331,49.49166666666667
2023-02-10,33.9,14.9,24.84958333333333,31.420919933333334,0.0,1.7249999369045002,-0.9059998994790404,10.086427,0,0.8660254037844386,0.5000000000000001,34.87083333333333,48.51666666666667,50.4375,70.59583333333333,8.887500000000001,10.929166666666667,108.79166666666669,144.91666666666666,134.25,46.00833333333333
2023-02-11,34.6,14.35,24.895,28.56578222083333,0.0,1.427998676183216,-2.4660005851838616,17.339897,0,0.8660254037844386,0.5000000000000001,49.49166666666667,34.87083333333333,71.17083333333333,50.4375,19.479166666666668,8.887500000000001,123.58333333333331,108.79166666666669,106.25,31.10833333333333
2023-02-12,33.5,15.15,24.4275,32.19886762083333,0.0,-7.241998999142693,-2.307000358921807,15.696165,0,0.8660254037844386,0.5000000000000001,46.00833333333333,49.49166666666667,66.40416666666667,71.17083333333333,34.74166666666667,19.479166666666668,134.25,123.58333333333331,74.70833333333333,18.841666666666665
2023-02-13,33.0,14.05,23.382916666666667,30.680471841666662,0.0,-8.348999426227218,-0.7199994627336374,15.629971,0,0.8660254037844386,0.5000000000000001,31.10833333333333,46.00833333333333,45.30416666666667,66.40416666666667,15.8875,34.74166666666667,106.25,134.25,76.625,25.21666666666667
2023-02-14,32.45,14.25,23.477916666666665,25.05164704166667,0.0,-5.537999478528855,-0.965998750180598,11.367109,0,0.8660254037844386,0.5000000000000001,18.841666666666665,31.10833333333333,27.4,45.30416666666667,5.120833333333334,15.8875,74.70833333333333,106.25,82.58333333333333,24.620833333333334
2023-02-15,33.45,15.1,23.92625,23.571321604166663,0.0,-6.737999566327776,-0.690001100732516,13.684735,0,0.8660254037844386,0.5000000000000001,25.21666666666667,18.841666666666665,36.175,27.4,6.933333333333334,5.120833333333334,76.625,74.70833333333333,73.54166666666667,19.89583333333333
2023-02-16,34.9,15.1,25.0625,25.836038645833334,0.0,-9.101998990932456,-2.1120035250498286,19.319628,0,0.8660254037844386,0.5000000000000001,24.620833333333334,25.21666666666667,35.4375,36.175,10.020833333333334,6.933333333333334,82.58333333333333,76.625,73.5,24.04583333333333
2023-02-17,34.7,16.15,25.42708333333333,23.93022404583333,0.0,-7.1730002923084415,-1.9859992455305029,16.645864,0,0.8660254037844386,0.5000000000000001,19.89583333333333,24.620833333333334,29.22083333333333,35.4375,6.5375000000000005,10.020833333333334,73.54166666666667,82.58333333333333,72.83333333333333,21.9
2023-02-18,34.05,13.95,24.502916666666668,24.50145523333333,0.0,-5.901000381823903,-1.2089985195186848,14.658676,0,0.8660254037844386,0.5000000000000001,24.04583333333333,19.89583333333333,35.24583333333333,29.22083333333333,5.345833333333334,6.5375000000000005,73.5,73.54166666666667,83.16666666666667,27.59166666666667
2023-02-19,34.0,14.0,24.723333333333336,26.80905190833333,0.0,-4.655999579058674,0.0540011617220926,16.09969,0,0.8660254037844386,0.5000000000000001,21.9,24.04583333333333,31.870833333333334,35.24583333333333,9.225,5.345833333333334,72.83333333333333,73.5,99.70833333333331,38.9
2023-02-20,34.3,16.4,25.03625,34.48933809583333,0.0,0.7739994059551225,-0.2429985455317595,15.844089,0,0.8660254037844386,0.5000000000000001,27.59166666666667,21.9,39.9625,31.870833333333334,8.208333333333334,9.225,83.16666666666667,72.83333333333333,150.375,66.77083333333333
2023-02-21,35.45,15.6,25.976666666666667,30.39645779583333,0.0,3.390000340269025,-1.2569989922377476,15.03835,0,0.8660254037844386,0.5000000000000001,38.9,27.59166666666667,55.9125,39.9625,7.341666666666666,8.208333333333334,99.70833333333331,83.16666666666667,138.08333333333334,44.0125
2023-02-22,35.05,17.2,26.17875,30.82916839583333,0.0,0.6209996622042891,-1.097999799080688,10.931203,0,0.8660254037844386,0.5000000000000001,66.77083333333333,38.9,95.72916666666669,55.9125,9.7125,7.341666666666666,150.375,99.70833333333331,122.5,42.8
2023-02-23,35.0,15.95,26.164166666666667,26.3233233875,0.0,-1.9049994083942023,-1.224000283098376,14.8257065,0,0.8660254037844386,0.5000000000000001,44.0125,66.77083333333333,63.12916666666666,95.72916666666669,10.920833333333334,9.7125,138.08333333333334,150.375,125.125,46.1625
2023-02-24,34.95,16.55,25.885,24.22752858333333,0.0,-0.833998944478216,-0.5430003244592422,12.496719,0,0.8660254037844386,0.5000000000000001,42.8,44.0125,61.4125,63.12916666666666,22.27083333333333,10.920833333333334,122.5,138.08333333333334,132.25,48.06666666666666
2023-02-25,34.75,16.8,26.217916666666667,23.502206166666667,0.0,-1.3049995278357736,-1.352999895179256,11.923557,0,0.8660254037844386,0.5000000000000001,46.1625,42.8,66.075,61.4125,41.36666666666667,22.27083333333333,125.125,122.5,120.91666666666669,41.625
2023-02-26,34.85,17.45,26.449166666666667,22.437737575000003,0.0,-2.2799989341478013,-0.9180008487570264,13.779114,0,0.8660254037844386,0.5000000000000001,48.06666666666666,46.1625,68.90833333333333,66.075,47.2625,41.36666666666667,132.25,125.125,119.45833333333331,46.12916666666666
2023-02-27,34.75,16.3,25.88583333333333,25.2981914125,0.0,3.1379987626574803,-0.4230002437593937,21.129883,0,0.8660254037844386,0.5000000000000001,41.625,48.06666666666666,59.65416666666667,68.90833333333333,48.28333333333333,47.2625,120.91666666666669,132.25,145.125,55.78333333333333
2023-02-28,34.3,15.55,25.55333333333333,25.7679098,0.0,3.267000298240314,-0.1440004945589799,16.363178,0,0.8660254037844386,0.5000000000000001,46.12916666666666,41.625,66.21249999999999,59.65416666666667,46.07916666666667,48.28333333333333,119.45833333333331,120.91666666666669,150.70833333333334,56.12916666666666
2023-03-01,34.3,16.55,25.847916666666663,26.815300850000003,0.0,-1.4820006494822182,-1.2750001199462069,18.35647,0,1.0,6.123233995736766e-17,55.78333333333333,46.12916666666666,80.17083333333333,66.21249999999999,32.983333333333334,46.07916666666667,145.125,119.45833333333331,139.16666666666666,48.1
2023-03-02,34.45,17.8,26.282916666666665,29.872408258333333,0.0,-2.7030004834208805,-0.0960000339212266,16.676977,0,1.0,6.123233995736766e-17,56.12916666666666,55.78333333333333,80.6125,80.17083333333333,35.44166666666667,32.983333333333334,150.70833333333334,145.125,132.33333333333334,52.42083333333333
2023-03-03,35.2,17.45,26.876666666666665,28.943922862500003,0.0,-3.366000627969888,0.812998556670452,18.584509,0,1.0,6.123233995736766e-17,48.1,56.12916666666666,69.1125,80.6125,33.24583333333333,35.44166666666667,139.16666666666666,150.70833333333334,152.75,66.20833333333333
2023-03-04,35.5,19.4,27.7025,29.010265579166667,0.0,-0.0900007353031207,0.9450004669662418,13.627795,0,1.0,6.123233995736766e-17,52.42083333333333,48.1,75.325,69.1125,16.25,33.24583333333333,132.33333333333334,139.16666666666666,158.33333333333334,74.05833333333334
2023-03-05,35.75,18.9,27.49416666666667,31.68995765,1.5,-1.2089998175217007,-1.9110003605665424,13.755579,1,1.0,6.123233995736766e-17,66.20833333333333,52.42083333333333,95.00416666666666,75.325,15.695833333333333,16.25,152.75,132.33333333333334,149.25,50.88333333333333
2023-03-06,34.3,16.65,24.69458333333333,46.9330113,9.0,-5.100000934312304,-3.1229993689656776,20.082708,1,1.0,6.123233995736766e-17,74.05833333333334,66.20833333333333,106.45,95.00416666666666,15.454166666666666,15.695833333333333,158.33333333333334,152.75,137.45833333333334,50.35416666666666
2023-03-07,29.55,16.25,22.81208333333333,50.256658925,2.8,-5.364000641397491,1.1519994487551757,16.485485,1,1.0,6.123233995736766e-17,50.88333333333333,74.05833333333334,73.14999999999999,106.45,5.1375,15.454166666666666,149.25,158.33333333333334,136.91666666666666,46.85
2023-03-08,33.1,15.9,25.3325,37.7614596,0.0,-4.2299998260673775,-3.105000119237474,14.77755,0,1.0,6.123233995736766e-17,50.35416666666666,50.88333333333333,72.7625,73.14999999999999,3.945833333333333,5.1375,137.45833333333334,149.25,112.625,39.575
2023-03-09,32.9,18.15,25.74833333333333,32.841041525,0.0,-4.892999274686645,-3.1140003294458425,15.226764,0,1.0,6.123233995736766e-17,46.85,50.35416666666666,67.6875,72.7625,6.770833333333333,3.945833333333333,136.91666666666666,137.45833333333334,121.83333333333331,49.10833333333333
2023-03-10,33.65,18.1,25.986666666666668,32.84421986666667,0.0,-5.067000177300381,-1.8780002047855315,13.905509,0,1.0,6.123233995736766e-17,39.575,46.85,57.25833333333333,67.6875,13.416666666666666,6.770833333333333,112.625,136.91666666666666,127.91666666666669,43.56666666666666
2023-03-11,35.35,18.3,26.61625,31.66414935,0.0,-3.929999994202247,-0.7199996651488478,16.946787,0,1.0,6.123233995736766e-17,49.10833333333333,39.575,70.85416666666667,57.25833333333333,28.52083333333333,13.416666666666666,121.83333333333331,112.625,145.79166666666666,62.41666666666666
2023-03-12,34.7,19.5,27.56625,33.205103216666664,0.0,-6.707999782718411,0.8819988954874862,16.923828,0,1.0,6.123233995736766e-17,43.56666666666666,49.10833333333333,62.82916666666667,70.85416666666667,28.766666666666666,28.52083333333333,127.91666666666669,121.83333333333331,148.75,52.9625
2023-03-13,34.5,19.3,26.84375,38.18585443333333,0.0,-0.6540003612680966,1.6469997375409706,14.973576,0,1.0,6.123233995736766e-17,62.41666666666666,43.56666666666666,89.95416666666667,62.82916666666667,45.175,28.766666666666666,145.79166666666666,127.91666666666669,151.16666666666666,62.22083333333333
2023-03-14,34.9,20.05,27.21125,35.112567891666664,0.0,-0.9209997623966344,-4.329000775935787,18.331741,0,1.0,6.123233995736766e-17,52.9625,62.41666666666666,76.3625,89.95416666666667,16.254166666666666,45.175,148.75,145.79166666666666,153.20833333333334,59.41666666666666
2023-03-15,33.1,18.05,26.074583333333333,46.940103875,7.4,0.4980004090559248,-0.849001202523954,18.161278,1,1.0,6.123233995736766e-17,62.22083333333333,52.9625,89.77083333333333,76.3625,10.345833333333331,16.254166666666666,151.16666666666666,148.75,147.625,58.020833333333336
2023-03-16,31.8,17.95,23.047916666666666,65.31178300833334,32.1,-3.2729998268562794,-0.905999381838308,18.057508,1,1.0,6.123233995736766e-17,59.41666666666666,62.22083333333333,85.97916666666667,89.77083333333333,8.895833333333334,10.345833333333331,153.20833333333334,151.16666666666666,153.58333333333334,58.07083333333333
2023-03-17,31.65,17.3,23.93625,62.43393975,0.2,3.395999782495762,-1.146000988360144,21.288757,1,1.0,6.123233995736766e-17,58.020833333333336,59.41666666666666,84.42916666666666,85.97916666666667,6.929166666666667,8.895833333333334,147.625,153.20833333333334,152.54166666666666,59.45
2023-03-18,31.95,16.25,23.8675,60.14531338333334,0.0,4.764000431442192,-0.168000523741326,18.59845,0,1.0,6.123233995736766e-17,58.07083333333333,58.020833333333336,84.82083333333334,84.42916666666666,11.741666666666667,6.929166666666667,153.58333333333334,147.625,142.5,41.2375
2023-03-19,31.25,16.2,22.85833333333333,59.20672557499999,0.0,10.385999623683183,0.7799993438546337,21.611998,0,1.0,6.123233995736766e-17,59.45,58.07083333333333,86.8,84.82083333333334,26.166666666666668,11.741666666666667,152.54166666666666,153.58333333333334,85.83333333333333,20.104166666666668
2023-03-20,30.6,15.5,22.67833333333333,55.748936025,0.0,10.4009995416674,-0.7409985050044218,18.998314,0,1.0,6.123233995736766e-17,41.2375,59.45,62.44166666666666,86.8,28.4,26.166666666666668,142.5,152.54166666666666,66.08333333333333,18.775
2023-03-21,30.35,16.15,22.70958333333333,61.57818649166666,1.6,9.854999460112913,-0.5669997209352874,18.36353,1,1.0,6.123233995736766e-17,20.104166666666668,41.2375,33.3125,62.44166666666666,15.804166666666667,28.4,85.83333333333333,142.5,69.70833333333333,23.1875
2023-03-22,30.95,15.95,23.01333333333333,61.41403158333333,0.0,10.148999889454537,-2.967001313658017,19.130875,0,1.0,6.123233995736766e-17,18.775,20.104166666666668,32.12083333333333,33.3125,15.570833333333333,15.804166666666667,66.08333333333333,85.83333333333333,79.0,25.975
2023-03-23,32.1,16.35,23.595416666666665,59.53789815,0.0,9.743999200706916,-1.992000812669404,18.214718,0,1.0,6.123233995736766e-17,23.1875,18.775,37.5375,32.12083333333333,20.066666666666663,15.570833333333333,69.70833333333333,66.08333333333333,80.875,24.766666666666666
2023-03-24,33.7,15.8,24.084166666666665,56.088694841666666,0.0,9.065998954484916,-2.6490017015510694,22.427162,0,1.0,6.123233995736766e-17,25.975,23.1875,41.11666666666667,37.5375,17.829166666666666,20.066666666666663,79.0,69.70833333333333,81.25,25.0
2023-03-25,33.8,14.75,23.62375,48.03998186666667,0.0,8.534999399836549,-0.896999879939368,18.556595,0,1.0,6.123233995736766e-17,24.766666666666666,25.975,39.68333333333333,41.11666666666667,17.658333333333335,17.829166666666666,80.875,79.0,102.375,31.6375
2023-03-26,33.65,14.55,23.405416666666667,52.5142564375,0.0,9.09900016405,-1.4009996433188427,17.673029,0,1.0,6.123233995736766e-17,25.0,24.766666666666666,42.93333333333334,39.68333333333333,18.491666666666667,17.658333333333335,81.25,80.875,109.45833333333331,34.25
2023-03-27,34.0,14.6,23.946666666666665,56.36966859166667,0.0,7.367999892535281,-1.0859988548620392,17.057314,0,1.0,6.123233995736766e-17,31.6375,25.0,50.72916666666666,42.93333333333334,14.6625,18.491666666666667,102.375,81.25,116.75,38.204166666666666
2023-03-28,34.45,15.6,24.72083333333333,51.84118624166667,0.0,7.053000266141654,-0.5520000704740959,16.299694,0,1.0,6.123233995736766e-17,34.25,31.6375,54.3375,50.72916666666666,10.1125,14.6625,109.45833333333331,102.375,121.83333333333331,39.87083333333333
2023-03-29,35.0,15.45,24.9325,55.5005684375,0.0,9.359999337660158,0.9329999246002784,19.416653,0,1.0,6.123233995736766e-17,38.204166666666666,34.25,59.75833333333333,54.3375,9.3875,10.1125,116.75,109.45833333333331,97.95833333333331,26.98333333333333
2023-03-30,32.6,15.4,24.182916666666664,60.92386299166667,0.0,11.880000554436528,-1.18799156301901,18.584509,0,1.0,6.123233995736766e-17,39.87083333333333,38.204166666666666,61.35,59.75833333333333,8.083333333333334,9.3875,121.83333333333331,116.75,70.875,20.78333333333333
2023-03-31,31.1,16.7,23.839166666666664,64.63329456666666,0.1,10.691999556179733,-2.414997435367448,18.947083,1,1.0,6.123233995736766e-17,26.98333333333333,39.87083333333333,42.94583333333333,61.35,7.633333333333333,8.083333333333334,97.95833333333331,121.83333333333331,92.66666666666669,27.129166666666663
2023-04-01,33.75,16.15,24.339583333333334,54.85275469333333,0.0,8.891999968755687,-0.5310000954852118,19.164719,0,0.8660254037844387,-0.4999999999999998,20.78333333333333,26.98333333333333,36.204166666666666,42.94583333333333,10.258333333333333,7.633333333333333,70.875,97.95833333333331,110.75,28.89583333333333
2023-04-02,34.25,16.0,24.34416666666667,60.985884775,0.0,8.505000335124599,-0.764997993370722,19.839235,0,0.8660254037844387,-0.4999999999999998,27.129166666666663,20.78333333333333,42.24166666666667,36.204166666666666,15.654166666666669,10.258333333333333,92.66666666666669,70.875,118.66666666666669,29.616666666666664
2023-04-03,35.0,16.4,25.20958333333333,61.82920538333334,0.0,6.4169998833764605,-0.3869988485686202,18.204042,0,0.8660254037844387,-0.4999999999999998,28.89583333333333,27.129166666666663,43.5625,42.24166666666667,13.0875,15.654166666666669,110.75,92.66666666666669,118.79166666666669,32.354166666666664
2023-04-04,36.45,18.65,27.0375,53.00838142916667,0.0,5.903999702616554,-0.3929982557900403,21.96,0,0.8660254037844387,-0.4999999999999998,29.616666666666664,28.89583333333333,44.79583333333333,43.5625,7.904166666666666,13.0875,118.66666666666669,110.75,115.75,37.55
2023-04-05,37.35,19.25,27.84416666666667,43.435311070833336,0.0,6.302999569743398,-1.4159991503408813,22.104116,0,0.8660254037844387,-0.4999999999999998,32.354166666666664,29.616666666666664,48.37916666666666,44.79583333333333,8.245833333333334,7.904166666666666,118.79166666666669,118.66666666666669,102.70833333333331,33.325
